Name,UserName,Time,Text,Likes,Retweets,TweetURL,UserURL,City,Country
Rep. Frank Pallone,FrankPallone,2/17/2022 22:56,"I applaud 
@FERC
 for taking action today to ensure climate change and #EnvironmentalJustice are core considerations of its natural gas pipeline certification process. This is a significant step towards tackling one of the defining challenges of our time.
energycommerce.house.gov
Pallone Applauds FERC’s Decision to Consider Climate, Environmental Justice in Natural Gas Certif...
Chairman Pallone applauds FERC's orders to incorporate climate change, landowner protections, and environmental justice considerations in the natural gas certification process.
2
4
7",4,7,https://twitter.com/FrankPallone/status/1494445620802818050,https://twitter.com/FrankPallone,0,JT
Mark Nantz,BullseyeBanjo,3/2/2022 23:23,"President Trump released a statement on Tuesday noting that the Democrats’ focus on climate change and not Russia is one reason Russia invaded Ukraine.  

Now the world is dependent on Russian oil and the costs for gas in the US are up nearly 50% from last year. Woke, huh?
3
12",3,12,https://twitter.com/BullseyeBanjo/status/1499163507203489798,https://twitter.com/BullseyeBanjo,0,KI
A_Hawktopus,A_Hawktopus,1/24/2022 21:57,"Replying to 
@RTHindle
 and 
@ragipsoylu
Please tell me you aren't still trying to understand what climate change means.
2
82",,82,https://twitter.com/A_Hawktopus/status/1485733484253659137,https://twitter.com/A_Hawktopus,0,KS
KY Green Party🌻,KYGreenParty,11/18/2020 13:04,GreenParty climatePart IIPLASTICSImpacts on climate changePlastic which is a petroleum product also contributes to global warming If plastic waste is incinerated it releases carbon dioxide into the atmosphere thereby increasing carbon emissions,2,2,https://twitter.com/KYGreenParty/status/1613661446,https://twitter.com/KYGreenParty,0,KY
Ms Everything,MsBeenHad,2/13/2022 22:20,"this climate change really has us at 90 degrees in February rip
3
12",3,12,https://twitter.com/MsBeenHad/status/1492987033953783808,https://twitter.com/MsBeenHad,0,LA
SALINA,REDSEASHAWTY,4/16/2022 22:12,"I wanna go see the redwoods before climate change makes them disappear forever
4
16",4,16,https://twitter.com/REDSEASHAWTY/status/1515453121723396096,https://twitter.com/REDSEASHAWTY,0,LA
Karen DaltonBeninato,kbeninato,1/19/2022 22:45,"""What are they doing to ameliorate the climate change we're facing, other than to deny that it exists? What do you think the Republican platform would be right now?""

Biden on the party that's focused on fund-raising trolling, and that's about it.
#BidenPressConference
2
1
4",1,4,https://twitter.com/kbeninato/status/1483933646339858434,https://twitter.com/kbeninato,0,LA
Ben Downing,BenDowningMA,2/16/2022 23:26,"We have everything we need to prevent the worst impacts of climate change - the only thing missing is political leadership. The problem is, without that ingredient, the rest - all the solutions - can't be used to their greatest public benefit. #ActOnClimate #mapoli
Quote Tweet
David Abel
@davabel
 · Feb 16
By the middle of the century, sea levels in Boston and elsewhere in the Northeast are likely to be about 16 inches higher than they were in 2000 — a much more significant increase than over the previous century, according to a new federal report.

https://bostonglobe.com/2022/02/15/science/northeast-likely-experience-more-than-centurys-worth-sea-level-rise-2000-2050-report-finds/?event=event25…
Show this thread
3
12",3,12,https://twitter.com/BenDowningMA/status/1494090824791035906,https://twitter.com/BenDowningMA,0,MA
Blame Big Government,BlameBigGovt,4/25/2022 23:43,"What if climate change is real just like the pandemic is real, but just like the pandemic, most of the shit alarmists and activists hysterically demand the government needs to do on our behalf is ineffective, costly, and/or harmful, lacking sufficient justification to proceed?
39
75
464",75,464,https://twitter.com/BlameBigGovt/status/1518737401975394307,https://twitter.com/BlameBigGovt,0,MA
Ed Markey,SenMarkey,2/7/2022 23:42,"I have been in the flight for climate action for a very long time. Been here for the good days and the very, very bad days. And I can say with certainty that we are closer than ever to finally confronting climate change as a nation.
20
27
175",27,175,https://twitter.com/SenMarkey/status/1490833447576752129,https://twitter.com/SenMarkey,0,MA
Brian Fraga,BrianFragaNCR,2/24/2022 23:03,"My story for 
@NCRonline
""For nearly two hours, Pope Francis listened to Catholic university students from across the Americas who shared with him their personal experiences, insights, frustrations and ideas pertaining to climate change and migration.""
ncronline.org
Pope Francis takes notes during two-hour dialogue with students across the Americas
For nearly two hours on Feb. 24, Pope Francis listened to Catholic university students from across the Americas who shared with him their pers...
3
32
142",32,142,https://twitter.com/BrianFragaNCR/status/1496984253971984385,https://twitter.com/BrianFragaNCR,0,MA
Chuck Chalupka; Vote Blue,chuck_chalupka,4/21/2022 22:43,"Thanks to climate change, fire season is now 12 months per year.  Almost half of the American population live in places where the air is unhealthy. Wake up, America.
1
5
10",5,10,https://twitter.com/chuck_chalupka/status/1517272950533238786,https://twitter.com/chuck_chalupka,0,MA
NaomiOreskes,NaomiOreskes,4/1/2022 21:14,"Great discussion with 
@JFrancisClimate
 on 
@whyyradiotimes
  
Tackling the climate change crisis
whyy.org
Tackling the climate change crisis
The latest climate change science, America's views on the climate crisis and President Biden's plans to confront it.
3
11",3,11,https://twitter.com/NaomiOreskes/status/1510002582785343491,https://twitter.com/NaomiOreskes,0,MA
打击美帝国主义！反对社会帝国主义！,yungblackmaoist,2/22/2022 23:51,"Fight for socialism, fight against climate change!
The following media includes potentially sensitive content. Change settings
View
2
23",2,23,https://twitter.com/yungblackmaoist/status/1496271504262193156,https://twitter.com/yungblackmaoist,0,MA
John Delaney,JohnDelaney,1/22/2022 20:20,"This is the absolute right point re Germany's energy policy

More broadly, backing away from nuclear power is a disaster for dealing with climate change. IMO people who are anti-nuclear power are not serious about climate change. They're just not.
Quote Tweet
howardfineman
@howardfineman
 · Jan 22
The dumbest geopolitical move in Europe in the 21st century: #Germany ditching its nuclear power in favor of #Russian natural gas. Now, in winter, Germans will do nothing when #Putin pounces on #Ukraine. A savvy U.S. intel source told me many months ago: Putin invades in January.
2
1
31",1,31,https://twitter.com/JohnDelaney/status/1484984429860687872,https://twitter.com/JohnDelaney,0,MD
Mehdi Ketabchy,MehdiKetabchy,2/12/2022 21:57,"“Political governance/water governance rooted in the constitution is the main cause of water bankruptcy in Iran and not climate change”

I discussed the state of environment, and specifically water in Iran at #IranConference hosted by 
@NUFDIran
6
23
112",23,112,https://twitter.com/MehdiKetabchy/status/1492618988777578498,https://twitter.com/MehdiKetabchy,0,MD
Senator Chris Van Hollen,ChrisVanHollen,3/15/2022 23:09,"Marylanders don’t have to look far to see the impact that climate change is having on our state. We must stand together and take stronger, bolder action to tackle the climate crisis now.
baltimoresun.com
Poll finds a majority of Marylanders say climate change is having major impacts on shorelines,...
A majority of Marylanders believe climate change is having major impacts — inducing more extreme weather events, harming wildlife and raising sea levels — according to a new poll.
10
14
55",14,55,https://twitter.com/ChrisVanHollen/status/1503871025687273477,https://twitter.com/ChrisVanHollen,0,MD
Maryland Sierra Club,sierraclubmd,2/25/2022 23:34,"Happening now! Hearing on HB 829, the Zero-Emission Truck Act sponsored by 
@SaraLove4MD
. By
accelerating the electrification of trucks & school buses, this bill would help combat pollution that makes us sick and contributes to climate change. #CleanTrucksMD #MDGA22
ALT
1
5
12",5,12,https://twitter.com/sierraclubmd/status/1497354418299314177,https://twitter.com/sierraclubmd,0,MD
Cakes!,Corinacakess,2/22/2022 20:56,"Is this a joke? 
Republican's platform on climate change:

 ""The weather is always changing.""
7
13
24",13,24,https://twitter.com/Corinacakess/status/1496227529711099907,https://twitter.com/Corinacakess,0,ME
Tiffany Bond (I) for Congress (ME02),TiffanyBond,3/5/2022 23:45,"While we're on topic, everyone on Twitter who has moved from epidemiology expert, to climate change scientist, to military strategy savant...
youtube.com
Brett Favre Mastercard Priceless
Commercial with Brett and Deanna Favre
2
1
32",1,32,https://twitter.com/TiffanyBond/status/1500256179565568006,https://twitter.com/TiffanyBond,0,ME
Maine Public - Celebrating 60 Years!,MainePublic,4/8/2022 20:53,"Safe to say our reporters 
@stevemistler
 & 
@EstaSays
  had fun snowmobiling through these sugar maples in Somerset County for our series #ClimateDriven. New stories drop Monday. First uphow climate change is impacting maple syrup producers. Stay tuned: http://mainepublic.org/climatedriven.
3
5",3,5,https://twitter.com/MainePublic/status/1512534016540434433,https://twitter.com/MainePublic,0,ME
Tiffany Bond (I) for Congress (ME02),TiffanyBond,4/10/2022 23:18,"Thinking about weather shifts that occur with climate change.

So many of Maine's towns are vulnerable to flooding.

How many disasters will we tolerate before we functionally plan for what is coming?
ALT
5
4
40",4,40,https://twitter.com/TiffanyBond/status/1513295370289352714,https://twitter.com/TiffanyBond,0,ME
Dr. Jacquelyn Gill,JacquelynGill,3/26/2022 20:46,"Replying to 
@spacenerd19
This is one of the biggest, most debated questions in my field! The dominant hypotheses are climate change, and human hunting (or some combination of the two). It’s hard for me to explain the extinction patterns (large, mostly mammals) without people. There were many…
1
1
13",1,13,https://twitter.com/JacquelynGill/status/1507821240547004441,https://twitter.com/JacquelynGill,0,ME
Dave Peterson (He/Him) Ⓥ,FedUpWithBadAir,2/26/2022 22:43,"Replying to 
@Energex
 and 
@GympieRegion
""The Mary River is at levels not seen for decades""

Expect more of it due to climate change, which the current Australian government seems uninterested in addressing.

Be safe everyone.
5
16",5,16,https://twitter.com/FedUpWithBadAir/status/1497703782922158080,https://twitter.com/FedUpWithBadAir,0,ME
Bram Govaerts CIMMYT,bramaccimmyt,2/25/2022 21:46,"It was a pleasure to discuss #MaizeforColombia and agricultural research priorities in the midst of a climate change reality with 
@ZeaNavarro
, Minister of Agriculture of Colombia.
4
16",4,16,https://twitter.com/bramaccimmyt/status/1497327147077222400,https://twitter.com/bramaccimmyt,0,Mexico
That lady you hate,thatladyyouhate,3/19/2022 22:15,"Replying to 
@a_joy_martin
Based on my own teens and their friends, they feel there’s not much to have optimism about. The pandemic has reminded us that those in power don’t care,  college is no longer a guarantee of a decent wage, cars and houses are out of reach for avg person, climate change, war, etc.
2
12
138",12,138,https://twitter.com/thatladyyouhate/status/1505306971033030656,https://twitter.com/thatladyyouhate,0,MI
"SikanoMaly - A Concord Son, USN",sikanomaly,3/8/2022 23:03,"Replying to 
@hlcchampions
 @UNFCCC
 and 2 others
funny how the climate change hysteria has started to directly affect peoples lives....yet its not the weather. Its the man made lies.

No one is displaced other than the people soros and usaid have given monies to leave their failing countries, countries you helped fail.",,,https://twitter.com/sikanomaly/status/1501332787944517632,https://twitter.com/sikanomaly,0,MI
Gleaners Community Food Bank,Gleaners,4/10/2022 22:00,"Tonight on Food First MI, 
@Gleaners
 president & CEO 
@GCFBGERRY
 and 
@DrPhil14
 welcome Sheril Kirshenbaum (
@Sheril_
), executive director of 
@SciDebate
, to discuss links between food insecurity and climate change. Tune in on 
@wjrradio
 at 9:00 PM. 
@MichaelEMann
 @KHayhoe
 @pcronald
2
4",2,4,https://twitter.com/Gleaners/status/1513275629738803202,https://twitter.com/Gleaners,0,MI
Wei. Zhang,WeiZhangAtmos,3/7/2022 22:32,"“I am vaccinated”
“ I believe in climate change”
“ I drive a Prius”
“ I don’t watch TV”….. POST other ways that you can earn a STAR for your belly.
24
7
31",7,31,https://twitter.com/WeiZhangAtmos/status/1500962514615611393,https://twitter.com/WeiZhangAtmos,0,MN
ISAIAH,ISAIAHMN,3/8/2022 23:45,"We all deserve to live our healthiest lives - no matter our color or income. We need solutions and funding to address climate change for our families & future generations.

The MN House is moving a $1 billion bill to #FundOurLives and #FundOurFutures!
sahanjournal.com
Minnesota Democrats set sights on environmental justice as legislative session begins.
Diverse and poor communities are hit hardest by climate change. Activists are pushing lawmakers for help.
4
6",4,6,https://twitter.com/ISAIAHMN/status/1501343311251922946,https://twitter.com/ISAIAHMN,0,MN
Sam Sycamore,tanoaksam,3/15/2022 23:54,"Universal healthcare:  
Money out of politics:  
Ending the filibuster:  
Affordable housing:  
Forgiving student loan debt:  
Legalizing cannabis:  
Expanding voting rights:  
Upholding Roe v. Wade:  
Climate change?  

Making daylight saving time permanent:
GIF
ALT
7
4
81",4,81,https://twitter.com/tanoaksam/status/1503882267567046659,https://twitter.com/tanoaksam,0,MN
100 Percent Campaign,100PercentMN,4/24/2022 23:57,"It's time to take on the challenges of climate change.

Our farmers can lead.
Our workforce can build.
Our businesses can grow.
Our kids are demanding it.
Our #MNLeg needs to act.
We can do it this year.

- Per 
@GovTimWalz
 at the #MNSOTS.
7
11",7,11,https://twitter.com/100PercentMN/status/1518378596825505792,https://twitter.com/100PercentMN,0,MN
ᴮᴱikram⁷ in the box⟭⟬,bts07ddaeng,2/13/2022 21:43,"Super Bowl is today and BTS Samsung galaxy ad of climate change is going to be included on the commercial 

Super bowl kicks off at 6:30PM ET which is 8:30AM KST
15
49",15,49,https://twitter.com/bts07ddaeng/status/1492977716680966146,https://twitter.com/bts07ddaeng,0,Morocco
No One,tweettruth2me,3/16/2022 23:28,"It was pretty cool of climate change and covid to step aside during the crisis in Ukraine.
59
182
877",182,877,https://twitter.com/tweettruth2me/status/1504238263078375425,https://twitter.com/tweettruth2me,0,MS
Peter Kalmus,ClimateHuman,4/28/2022 23:41,"Google trends for ""climate change"" and ""Kim Kardashian."" The Scientist Rebellion had a tremendous impact. We won't stop
37
502
2,963",502,2963,https://twitter.com/ClimateHuman/status/1519824261140992000,https://twitter.com/ClimateHuman,0,NC
Tom,TomCurle,2/19/2022 20:39,"⁦
@AOC
⁩ wait, wait. Why worry about 10years from now, you said we’re all going to be dead in just 8 more years, 4 years ago, cause, you know Climate Change... ps I don’t want to sleep with you. https://patriotedition.com/southerners-enraged-by-what-a-top-democrat-said-about-them/…
4
5",4,5,https://twitter.com/TomCurle/status/1495135929547247620,https://twitter.com/TomCurle,0,NC
Alice Wilder,Alice_Wilder,1/30/2022 22:24,"my friend langston and the team at the Tampa Bay Times have been working on this important series for *years* consider giving it a read if you're interested in how climate change is changing our coastlines.
Quote Tweet
Langston Taylor
@langstonitaylor
 · Jan 20
NEW PROJECT: In 2020, a mere tropical storm stunned Tampa Bay residents.

A stroke of terrible luck meant its surge peaked almost exactly at high tide.

“Well, what if the tide is always high?”

Read part 1 of a @TB_Times series two years in the making: https://projects.tampabay.com/projects/2022/hurricane/rising-threat/climate-change-flood-maps/…
Show this thread
2
10",2,10,https://twitter.com/Alice_Wilder/status/1487914677954826250,https://twitter.com/Alice_Wilder,0,NC
Linda J. Crane,EarthKeeper22,3/27/2022 22:15,"Replying to 
@rhosking252
Seven of the ten countries most at risk from climate change are in Africa:

1. The quality & supply of water is becoming scarcer,
2. Food insecurity is rising,
3. Housing and shelter crisis... LJC
1
10
15",10,15,https://twitter.com/EarthKeeper22/status/1508206100268843013,https://twitter.com/EarthKeeper22,0,NC
Dr. Twyla Baker,Indigenia,4/14/2022 23:45,"totally into their shelters by snow.

It’s calving and foaling season right now too, so ranchers are having a hell of a time all across the region. Folks have been awake 24+ hrs.

Witnessing climate change’s impacts in real time is sobering.
1
1
40",1,40,https://twitter.com/Indigenia/status/1514751690624360448,https://twitter.com/Indigenia,0,ND
somedaygirl,somedaygirl,8/30/2020 16:02,SundayThoughts Climate change global warming,0,0,https://twitter.com/somedaygirl/status/28453911,https://twitter.com/somedaygirl,0,NE
PandaDog,R6Rider,2/25/2022 23:01,"Replying to 
@jaketropolis
 @postingtwink
 and 2 others
yeah, but nuclear annihilation would stop climate change so whose to say if it’s good or not
1
1
45",1,45,https://twitter.com/R6Rider/status/1497346076633972740,https://twitter.com/R6Rider,0,NE
SupernovaStyle Science News,Supernova_Style,2/18/2022 22:28,"Replying to 
@sciencequiche
I have the same views I had for the last 2 years. A few things need to be answered before I would change.

One problem right now is there are many doctors that are paid to spread misinformation and doubt, just how some scientists were paid to throw climate change doubt
1
1
4",1,4,https://twitter.com/Supernova_Style/status/1494801033679224840,https://twitter.com/Supernova_Style,0,NH
Mkyari,IamMkyari,8/20/2020 4:29,The main greenhouse gas is not counted as an airpollutant because it does not appear to affect health However there are links between climate change amp global warming such as the atmospheric concentration of some pollutants in the air,2,1,https://twitter.com/IamMkyari/status/1035051916630413312,https://twitter.com/IamMkyari,0,Nigeria
Paul Acocella,PaulAcocella,7/15/2020 20:06,GAO report Trump admin underestimated damages by GreenHouse emissions enabling the govt to justify costs of repealing or weakening climate change regsHarm that global warming will cause estimated to be 7 times lower than previous federal estimates,1,0,https://twitter.com/PaulAcocella/status/290015383,https://twitter.com/PaulAcocella,0,NJ
♦️⭕️🔴NICK🔴⭕️♦️,bove888,2/2/2020 20:35,Climate Change Is Real To all the people who deny the science and clear evidence that global warming and climate change is real take a look at the world and the evidence of it and rethink your ignorance ClimateChangeIsReal ClimateEmergency climate GlobalWarming,1,1,https://twitter.com/bove888/status/1203130192388141057,https://twitter.com/bove888,0,NJ
Russell Alan Williams,RussAlanWill,2/11/2022 21:30,"Net zero while expanding O&G with government subsidies, if even possible, is an incredibly expensive and inefficient way to manage climate change.  I wonder about the future of this version of the LPC.
Quote Tweet
Joanne Thompson
@Joanne_NL
 · Feb 11
Today I am calling for united support of the Bay du Nord Development Project, along with my NL Caucus colleagues.

Make no mistake, we must drive towards net zero. But we must also protect the jobs + workers of today as we transition to a green economy.

See my full statement
Show this thread
1
1
16",1,16,https://twitter.com/RussAlanWill/status/1492249630008135681,https://twitter.com/RussAlanWill,0,NL
New Mexico Environment Department,NMEnvDep,2/14/2022 23:40,"Underfunding the Climate Change Bureau by $1.85M will prevent the implementation of programs, policies and staffing outside of the Clean Fuel Standard Act. Call your #NewMexico Legislators and request a fully funded NMED to protect against #climatechange https://nmlegis.gov/members
7
9",7,9,https://twitter.com/NMEnvDep/status/1493369470194266112,https://twitter.com/NMEnvDep,0,NM
Adam,Empty_America,2/11/2022 19:27,"This also goes to my observation that no one really seems all that confident in climate change as a practical matter.  

The pickings in Down East Maine are rich, and sell at a *major* discount vs. the South.
zillow.com
M40 L75 Lyons Rd LOT 75, Lubec, ME 04652 | Zillow
Zestimate® Home Value: $83,000. M40 L75 Lyons Rd LOT 75, Lubec, ME is a vacant land home. It contains 0 bedroom and 0 bathroom. The Rent Zestimate for this home is $1,500/mo, which has increased by...
1
2
13",2,13,https://twitter.com/Empty_America/status/1492218788837797895,https://twitter.com/Empty_America,0,NM
Eric Mack,EricCMack,12/17/2020 4:18,Warming oceans contribute to storms that could drop 5 feet of snow on some towns in Japan this week This isnt just the kind of global weirding that defines 2020 its the change of climate systems that will redefine how we live in decades to come ClimateAction climate,0,0,https://twitter.com/EricCMack/status/15534684,https://twitter.com/EricCMack,0,NM
Steve Sisolak,SteveSisolak,2/18/2022 21:26,"Nevada has the largest solar economy in the nation!

Not only are we protecting our environment and combating climate change, but also creating good-paying jobs for our clean energy economy.
33
14
54",14,54,https://twitter.com/SteveSisolak/status/1494785522379591680,https://twitter.com/SteveSisolak,0,NV
scott belsky,scottbelsky,4/15/2022 20:53,"one of my favorite teams is now out of stealth w/ one of the boldest ideas to tackle climate change requiring remarkable ingenuity and patience: new variants of super-carbon-sucking trees.  
@maddiehalla
 and 
@living_carbon
 team!
Quote Tweet
Living Carbon
@living_carbon
 · Apr 15
How do we use biotech to increase the photosynthesis efficiency and carbon storage duration in trees? Read on https://techcrunch.com/2022/04/15/how-to-make-trees-better/…
2
14",2,14,https://twitter.com/scottbelsky/status/1515070727808069635,https://twitter.com/scottbelsky,0,NY
thomas Jr. IATSE STRIKE!,t_NYC,4/23/2022 23:36,"All you need to know about me is that I pay for the PBS streaming service even though PBS is free. And I actually use it. Watching an excellent NOVA episode about Mayan ruins, and what ended their immense and advanced civilization was.. climate change. 100 years of drought.
3
1
16",1,16,https://twitter.com/t_NYC/status/1518010904708890626,https://twitter.com/t_NYC,0,OH
Dan Combs,DanCombz,3/7/2022 23:30,"Replying to 
@lib_crusher
Local conservatives think this is just the by product of the green movement. We simply have to stop fighting climate change lol
1
81",,81,https://twitter.com/DanCombz/status/1500977126476025860,https://twitter.com/DanCombz,0,OH
The World's Troubles,worldcrisis2013,12/9/2020 16:58,Climate Change If CO2 and other GHG emissions are not rapidly reduced the world will likely exceed global warming of 15C between 2026 and 2042 The ParisAgreement seeks to limit warming to below 2C UN ClimateChange climate Senate UNEP politics,0,0,https://twitter.com/worldcrisis2013/status/1290326413,https://twitter.com/worldcrisis2013,0,OH
Ohio Environmental Council,OhioEnviro,3/6/2022 23:18," URGENT ACTION: Tomorrow is the last day to comment on 
@POTUS
 30x30 plan, the first national #conservation goal that seeks to address the biodiversity crisis, climate change, and inequitable access to the outdoors.

Share your input here: https://theoec.salsalabs.org/30x300222/index.html…

#30x30 
@VP
5
6",5,6,https://twitter.com/OhioEnviro/status/1500611709228175360,https://twitter.com/OhioEnviro,0,OH
Mx. Amadi Lovelace,amaditalks,3/22/2022 23:55,"And let’s just forget about they’re really being a future anyway, because they’re gonna roll back every environmental protection measure that they can. We already aren’t doing enough to address climate change and they want it to all be worse.
1
19
80",19,80,https://twitter.com/amaditalks/status/1506419277540253708,https://twitter.com/amaditalks,0,OH
Matt Henry,MenryWY,2/18/2022 21:59,"Looks like I'll officially be teaching Climate Change and Colonialism again next fall; in the spring, it's a toss-up between Petrocultures or a water course, ostensibly based on my book. Hmmmmmm....
3
1
51",1,51,https://twitter.com/MenryWY/status/1494793801650614272,https://twitter.com/MenryWY,0,OK
Matt Henry,MenryWY,3/20/2022 22:11,"This week in Climate Change and Colonialism, students will study Israel/Palestine, water and drought, climate change and conflict, and parallels between US and Israeli settler colonialism, including #DAPL.
8",,8,https://twitter.com/MenryWY/status/1505668381424316421,https://twitter.com/MenryWY,0,OK
Common Planet,Common_Planet,4/27/2022 23:05,"Climate change is caused by humans. Human behaviors are dictated by an economic game. Economic rules are made by humans. If we want to avert and change our behaviors the ONLY way is to change the economic rules. A New Game of Life: http://Common-Planet.org
3
1
11",1,11,https://twitter.com/Common_Planet/status/1519452805974532097,https://twitter.com/Common_Planet,0,OR
Marc Thielman,MarcforOregon,2/21/2022 21:57,"House Healthcare Committee meeting today to discuss #SB1529, sneaky gut & stuff bill for MORE Power! Emissions? Climate Change? Eating Red Meat? Gun Safety?

 Register for live testimony BEFORE 2:15 https://bit.ly/3sPeSEU
 Submit testimony BEFORE 3:15 https://bit.ly/3v4up6m
3
9
22",9,22,https://twitter.com/MarcforOregon/status/1495880263578046476,https://twitter.com/MarcforOregon,0,OR
Ms Ariel Knox,MsArielKnox,4/15/2022 22:10,"No matter what matters most to you, these are the candidates who can deliver it in the state of Oregon.

Be it climate change, women's rights, gun safety, student loans, voting rights, cannabis legalization, immigration, fair taxation or healthcare for all - these are your folks.
Quote Tweet
Oregonizers
@Oregonizers
 · Apr 16
Are you following the 2022 Oregon Dem candidates?

Let's get them all some more followers & amplify their voices! Who's with us? #OrPol #WinBlueIn22 #Oregonizers #Oregon #Elections2022 

https://twitter.com/i/lists/1462527428052459525…
Show this thread
6
9",6,9,https://twitter.com/MsArielKnox/status/1515090301517369348,https://twitter.com/MsArielKnox,0,OR
(((Majordomo Billy Bojangles))),Eyes2theLeft,4/14/2022 22:18,"Replying to 
@Wagoneer
Cool. Can you talk about how the carbon footprint of a 3 ton truck contributes to the climate change that is destroying places like the one your jeep is parked at?
41
92",,92,https://twitter.com/Eyes2theLeft/status/1514729862115778567,https://twitter.com/Eyes2theLeft,0,PA
Perry World House,perryworldhouse,1/23/2022 23:13,"Could the 
@IMFNews
' SDR system be reimagined to provide global reparations for colonialism, slavery, and climate change? PWH's Michael Franczak and 
@OlufemiOTaiwo
 explore how to make this idea a reality in 
@guardian
:
theguardian.com
Here’s how to repay developing nations for colonialism – and fight the climate crisis | Michael...
The IMF allots voting rights and emergency funds according to an outdated and unfair quota system established in 1944, before most colonies were free. Let’s change it
1
4
9",4,9,https://twitter.com/perryworldhouse/status/1485390137207169027,https://twitter.com/perryworldhouse,0,PA
Prof Michael E. Mann,MichaelEMann,3/22/2022 23:56,"Thanks 
@PilitaClark
 & 
@FT
 for including ""The Tantrum That Saved the World"" in your list of ""best new books on climate change""
https://ft.com/content/53c2b185-6cb9-4097-9ff7-efb53041430c…
@meganjherbert
 @NAtlanticBooks
 @PenguinRandom
 #ClimateCrisis #TantrumBook
ft.com
The best new books on climate change
From the power of radical positive action to moral responsibility and a child’s perspective — a round-up of the latest works addressing the challenge of our time
1
20
48",20,48,https://twitter.com/MichaelEMann/status/1506419578720641031,https://twitter.com/MichaelEMann,0,PA
Usman BalOch🇵🇰,_UsmanLashari_,4/8/2020 17:53,Mother earth is rebooting Learning lesson for climate change global warming,0,0,https://twitter.com/_UsmanLashari_/status/1916100560,https://twitter.com/_UsmanLashari_,0,Pakistan
Worldwide Teach-in Philippines,wwteachin_ph,3/23/2022 21:19,"Climate change has been an issue for many decades now, yet a number of Filipinos are still under doubt of its existence. This event aims to understand the science behind climate change through the lens of natural science, economics, and demography.
Join us on April 1 at 3PM! 
4
12",4,12,https://twitter.com/wwteachin_ph/status/1506742509703409664,https://twitter.com/wwteachin_ph,0,Philippines
Worldwide Teach-in Philippines,wwteachin_ph,3/23/2022 21:21,"Climate change has been an issue for many decades now and still poses serious threat to the next generation. This event aims to understand why it is important to take care of the World we are living in.
Join us, together with OBCCS, on March 30, 2022! 
4
10",4,10,https://twitter.com/wwteachin_ph/status/1506742923182092289,https://twitter.com/wwteachin_ph,0,Philippines
Rappler,rapplerdotcom,4/3/2022 23:43,"The nine presidential bets present discuss different aspects of climate change policy, including renewable energy, water security, and nutrition. #PHVote #WeDecide
rappler.com
Finally, a presidential debate segment about climate change. What did candidates say?
The nine presidential bets present discuss different aspects of climate change policy, including renewable energy, water security, and nutrition
2
5
22",5,22,https://twitter.com/rapplerdotcom/status/1510765039153819648,https://twitter.com/rapplerdotcom,0,Philippines
Ambassador Anke Reiffenstuel,germanyinphl,2/9/2022 23:54,"Adressing climate change is a global challenge, and we can only be succesful when working together. With Special Envoy Jennifer Morgan 
@climatemorgan
, internat'l climate change related work&cooperation gets a higher priority in German Foreign Policy. 
#germanyinphl
#climatechange
Quote Tweet
GermanForeignOffice
@GermanyDiplo
Germany government organization
 · Feb 9
""Jennifer Morgan joins the Federal Foreign Office on March 1 as Special Envoy for International Climate Action. She will direct our foreign climate policy, expand partnerships with other countries & lead dialogue with civil society. Welcome on board @Climatemorgan!"" @ABaerbock
1
8",,8,https://twitter.com/germanyinphl/status/1491561248294584326,https://twitter.com/germanyinphl,0,Philippines
Rhode Island Dept of Environmental Management,RhodeIslandDEM,1/20/2022 23:06,"In many respects, RI is a leader in climate change action through our work to increase clean energy, increase the # of electric vehicles, protect land, + support climate change resiliency projects in local communities. #ClimateAction
Quote Tweet
Governor Dan McKee
@GovDanMcKee
 · Jan 19
My proposed budget will include millions in funding for climate change-related investments, without impacting state general revenues. And I’ll be rolling out several of these initiatives tomorrow.
Show this thread
1
5",1,5,https://twitter.com/RhodeIslandDEM/status/1484301408199487489,https://twitter.com/RhodeIslandDEM,0,RI
Meara,MillennialOther,3/1/2022 23:51,"When 
@JoeBiden
 screeches tonight about climate change and the need to decrease our carbon footprint and all of that, never forget that he allows 
@RepSwalwell
 to roam free.
3
1
13",1,13,https://twitter.com/MillennialOther/status/1498808144046309383,https://twitter.com/MillennialOther,0,RI
Sheldon Whitehouse,SenWhitehouse,4/6/2022 22:01,"Going to the Senate Floor to call on my colleagues – and corporate America – to wake up to the threat of climate change.
392
1,522
9,956",1522,9956,https://twitter.com/SenWhitehouse/status/1511826341573939208,https://twitter.com/SenWhitehouse,0,RI
MarcelForCongress,Marcel4Congress,2/23/2022 23:12,"I am FURIOUS! 
@OlufemiOTaiwo
, a first generation Nigeiran-American, thinks he can tell Black Americans (#Freedmen) what #reparations should be? He wants us to focus on matters like ""climate change"". Get the HELL out of our business if you do not support the PAYMENT we are owed!
26
91
202",91,202,https://twitter.com/Marcel4Congress/status/1496624126223654913,https://twitter.com/Marcel4Congress,0,SC
Kemo Phatty,KemoPhatty,8/25/2020 13:47,A child in Gunjure is motivated to grow more than 1000 trees of different seedlings to protect a generation yet unborn against global Warming and Climate change impacts End ClimateEmergency,2,0,https://twitter.com/KemoPhatty/status/1271954190798147589,https://twitter.com/KemoPhatty,0,The Gambia
